"component","regulator","date","condition","accelerated","withdrawn","first_in_class","note","context","stage_or_status","risk_stratification","demographics","ineligibility","prior_therapy","prior_therapy_negation","prior_therapy_setting","response_contingency","time_contingency","prior_biomarker","with","biomarker","biomarker_negation","study_yn","study","string","date_added"
"Pembrolizumab","FDA","2018-06-13","Primary mediastinal B-cell lymphoma",TRUE,FALSE,FALSE,"","Refractory","","","adults and pediatric","","",NA,"","","","","","","",TRUE,"KEYNOTE-170","2018-06-13: Accelerated approval for the treatment of adult and pediatric patients with refractory <a href=""/wiki/Primary_mediastinal_B-cell_lymphoma"" title=""Primary mediastinal B-cell lymphoma"">primary mediastinal large B-cell lymphoma (PMBCL)</a>. <i>(New disease indication; based on KEYNOTE-170)</i>","2023-05-08"
"Pembrolizumab","FDA","2018-06-19","Urothelial carcinoma",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","not eligible for cisplatin-based regimen","",NA,"","","","","","PD-L1 CPS at least 10%","FALSE",TRUE,"KEYNOTE-361","2018-06-19: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/resources-information-approved-drugs/fda-limits-use-tecentriq-and-keytruda-some-urothelial-cancer-patients"">Label revised</a> for the treatment of patients with locally advanced or metastatic <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial carcinoma</a> who are not eligible for <a href=""/wiki/Regimen_classes#Cisplatin-based_regimen"" title=""Regimen classes"">cisplatin-containing therapy</a> and whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (Combined Positive Score at least 10). <i>(Biomarker restriction; based on KEYNOTE-361)</i>","2023-01-03"
"Pembrolizumab","FDA","2018-06-19","Urothelial carcinoma",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","not eligible for platinum-based regimen","",NA,"","","","","","","",TRUE,"KEYNOTE-361","2018-06-19: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/resources-information-approved-drugs/fda-limits-use-tecentriq-and-keytruda-some-urothelial-cancer-patients"">Label revised</a> for the treatment of patients with locally advanced or metastatic <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial carcinoma</a> who are not eligible for any <a href=""/wiki/Regimen_classes#Platinum-based_regimen"" title=""Regimen classes"">platinum-containing chemotherapy</a> regardless of PD-L1 status. <i>(Based on KEYNOTE-361)</i>","2022-09-05"
"Pembrolizumab","FDA","2018-08-20","Non-small cell lung cancer nonsquamous",FALSE,FALSE,FALSE,"","","Metastatic","","","","0","FALSE","","","","","Pemetrexed AND Platinum agent","No EGFR mutations AND No ALK mutations","TRUE",TRUE,"KEYNOTE-189","2018-08-20: Granted regular approval in combination with <a href=""/wiki/Pemetrexed_(Alimta)"" title=""Pemetrexed (Alimta)"">pemetrexed</a> and <a href=""/wiki/Category:Platinum_agents"" title=""Category:Platinum agents"">platinum</a> as first-line treatment of patients with metastatic, <a href=""/wiki/Non-small_cell_lung_cancer,_nonsquamous"" title=""Non-small cell lung cancer, nonsquamous"">non-squamous non-small cell lung cancer (NSqNSCLC)</a>, with no EGFR or ALK genomic tumor aberrations. <i>(Conversion to regular approval; based on KEYNOTE-189)</i>","2022-09-05"
"Pembrolizumab","FDA","2018-10-30","Non-small cell lung cancer squamous",FALSE,FALSE,FALSE,"","","Metastatic","","","","0","FALSE","","","","","Carpoplatin AND (Paclitaxel OR nab-Paclitaxel)","","",TRUE,"KEYNOTE-407","2018-10-30: Approval expanded in combination with carboplatin and either paclitaxel or nab-paclitaxel as first-line treatment of metastatic <a href=""/wiki/Non-small_cell_lung_cancer,_squamous"" title=""Non-small cell lung cancer, squamous"">squamous non-small cell lung cancer (NSCLC)</a>. <i>(First-line indication with histology requirement; based on KEYNOTE-407)</i>","2022-09-05"
"Pembrolizumab","FDA","2018-11-09","Hepatocellular carcinoma",TRUE,FALSE,FALSE,"","","","","","","Sorafenib","FALSE","","","","","","","",TRUE,"KEYNOTE-224","2018-11-09: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/fda-grants-accelerated-approval-pembrolizumab-hepatocellular-carcinoma"">Accelerated approval</a> for patients with <a href=""/wiki/Hepatocellular_carcinoma"" title=""Hepatocellular carcinoma"">hepatocellular carcinoma (HCC)</a> who have been previously treated with <a href=""/wiki/Sorafenib_(Nexavar)"" title=""Sorafenib (Nexavar)"">sorafenib</a>. <i>(New disease indication; based on KEYNOTE-224)</i>","2022-09-05"
"Pembrolizumab","FDA","2018-12-19","Merkel cell carcinoma",TRUE,FALSE,FALSE,"","","Recurrent locally advanced OR Metastatic","","adults and pediatric","","",NA,"","","","","","","",TRUE,"KEYNOTE-017","2018-19-19: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/fda-approves-pembrolizumab-merkel-cell-carcinoma"">Accelerated approval</a> for adult and pediatric patients with recurrent locally advanced or metastatic <a href=""/wiki/Merkel_cell_carcinoma"" title=""Merkel cell carcinoma"">Merkel cell carcinoma (MCC)</a>. <i>(New disease indication; based on KEYNOTE-017)</i>","2022-09-05"
"Pembrolizumab","FDA","2019-02-15","Melanoma",FALSE,FALSE,FALSE,"","Adjuvant","Node-positive","","","","Surgical resection","FALSE","","complete resection","","","","","",TRUE,"KEYNOTE-054","2019-02-15: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-pembrolizumab-adjuvant-treatment-melanoma"">Approved</a> for the adjuvant treatment of patients with <a href=""/wiki/Melanoma"" title=""Melanoma"">melanoma</a> with involvement of lymph node(s) following complete resection. <i>(Indication expanded to adjuvant setting; based on KEYNOTE-054)</i>","2022-09-05"
"Pembrolizumab","FDA","2019-04-11","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Stage III who are not candidates for surgical resection or definitive chemoradiation OR metastatic","","","","0","FALSE","","","","","","PD-L1 TPS at least 1% AND No EGFR mutations AND No ALK mutations","FALSE",TRUE,"KEYNOTE-042","2019-04-11: Approval expanded for the first-line treatment of patients with stage III <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a> who are not candidates for surgical resection or definitive chemoradiation or metastatic NSCLC. Patients' tumors must have no EGFR or ALK genomic aberrations and <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (Tumor Proportion Score [TPS] greater than or equal to 1%) <i>(Approval expanded to the non-metastatic setting; based on KEYNOTE-042)</i>","2022-09-05"
"Pembrolizumab","FDA","2019-04-19","Renal cell carcinoma",FALSE,FALSE,FALSE,"","","Advanced","","","","0","FALSE","","","","","Axitinib","","",TRUE,"KEYNOTE-426","2019-04-19: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/drug-approvals-and-databases/fda-approves-pembrolizumab-plus-axitinib-advanced-renal-cell-carcinoma"">Approved</a> to be used together with <a href=""/wiki/Axitinib_(Inlyta)"" title=""Axitinib (Inlyta)"">Axitinib (Inlyta)</a> for the first-line treatment of patients with advanced <a href=""/wiki/Renal_cell_carcinoma"" title=""Renal cell carcinoma"">renal cell carcinoma (RCC)</a>. <i>(New disease indication; based on KEYNOTE-426)</i>","2022-09-05"
"Pembrolizumab","FDA","2019-06-10","Head and neck cancer",FALSE,FALSE,FALSE,"","","Unresectable OR Metastatic","","","","0","FALSE","Metastatic","recurrence","","","0","PD-L1 CPS at least 1%","FALSE",TRUE,"KEYNOTE-048","2019-06-10: Converted to regular approval and approved for the first-line treatment of patients with metastatic or unresectable recurrent <a href=""/wiki/Head_and_neck_cancer"" title=""Head and neck cancer"">head and neck squamous cell carcinoma (HNSCC)</a> as a single agent for patients whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (Combined Positive Score [CPS] at least 1) <i>(Approval extended to first-line setting; based on KEYNOTE-048)</i>","2023-03-10"
"Pembrolizumab","FDA","2019-06-10","Head and neck cancer",FALSE,FALSE,FALSE,"","","Unresectable OR Metastatic","","","","0","FALSE","Metastatic","recurrence","","","Platinum AND Fluorouracil","","",TRUE,"KEYNOTE-048","2019-06-10: Converted to regular approval and approved for the first-line treatment of patients with metastatic or unresectable recurrent <a href=""/wiki/Head_and_neck_cancer"" title=""Head and neck cancer"">head and neck squamous cell carcinoma (HNSCC)</a> in combination with platinum and fluorouracil (FU) for all patients. <i>(Approval extended to first-line setting; based on KEYNOTE-048)</i>","2023-03-10"
"Pembrolizumab","FDA","2019-06-17","Small cell lung cancer",TRUE,FALSE,FALSE,"","","Metastatic","","","","2+, including Platinum-based regimen","FALSE","","progression","","","","","",TRUE,"KEYNOTE-028_SCLC","2019-06-17: Accelerated approval for patients with metastatic <a href=""/wiki/Small_cell_lung_cancer"" title=""Small cell lung cancer"">small cell lung cancer (SCLC)</a> with disease progression on or after <a href=""/wiki/Regimen_classes#Platinum-based_regimen"" title=""Regimen classes"">platinum-based chemotherapy</a> and at least one other prior line of therapy. <i>(New disease indication; based on KEYNOTE-028_SCLC)</i>","2022-09-05"
"Pembrolizumab","FDA","2019-07-30","Esophageal squamous cell carcinoma",FALSE,FALSE,FALSE,"","","Recurrent locally advanced OR Metastatic","","","","1+ SACT","FALSE","","progression","","","","PD-L1 CPS at least 10%","FALSE",TRUE,"KEYNOTE-180","2019-07-30: Approved for patients with recurrent, locally advanced or metastatic, <a href=""/wiki/Esophageal_squamous_cell_carcinoma"" title=""Esophageal squamous cell carcinoma"">squamous cell carcinoma of the esophagus (ESCC)</a> whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (Combined Positive Score [CPS] at least 10), as determined by an FDA-approved test, with disease progression after one or more prior lines of systemic therapy. <i>(New disease indication; based on KEYNOTE-180 and KEYNOTE-181)</i>","2023-01-03"
"Pembrolizumab","FDA","2019-07-30","Esophageal squamous cell carcinoma",FALSE,FALSE,FALSE,"","","Recurrent locally advanced OR Metastatic","","","","1+ SACT","FALSE","","progression","","","","PD-L1 CPS at least 10%","FALSE",TRUE,"KEYNOTE-181","2019-07-30: Approved for patients with recurrent, locally advanced or metastatic, <a href=""/wiki/Esophageal_squamous_cell_carcinoma"" title=""Esophageal squamous cell carcinoma"">squamous cell carcinoma of the esophagus (ESCC)</a> whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (Combined Positive Score [CPS] at least 10), as determined by an FDA-approved test, with disease progression after one or more prior lines of systemic therapy. <i>(New disease indication; based on KEYNOTE-180 and KEYNOTE-181)</i>","2023-01-03"
"Pembrolizumab","FDA","2019-09-17","Endometrial cancer",TRUE,FALSE,FALSE,"","","Advanced","","","Not candidate for potentially curative surgery and/or radiation therapy","1+ SACT","FALSE","","progression","","","Lenvatinib","Not MSI-H or dMMR","TRUE",TRUE,"KEYNOTE-146","2019-09-17: Accelerated approval in combination with <a href=""/wiki/Lenvatinib_(Lenvima)"" title=""Lenvatinib (Lenvima)"">Lenvatinib (Lenvima)</a> for the treatment of patients with advanced <a href=""/wiki/Endometrial_cancer"" title=""Endometrial cancer"">endometrial carcinoma</a> that is not microsatellite instability high (MSI-H) or mismatch repair deficient (dMMR) and who have disease progression following prior systemic therapy but are not candidates for curative surgery or radiation. <i>(New disease indication; based on KEYNOTE-146)</i>","2022-09-05"
"Pembrolizumab","FDA","2020-01-08","Bladder cancer",FALSE,FALSE,FALSE,"","","Non-muscle invasive","high-risk","","ineligible or have elected not to undergo cystectomy","BCG","FALSE","","unresponsive","","","","","",TRUE,"KEYNOTE-057","2020-01-08: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-pembrolizumab-bcg-unresponsive-high-risk-non-muscle-invasive-bladder-cancer"">Approved</a> for the treatment of patients with <a href=""/wiki/BCG_vaccine"" title=""BCG vaccine"">Bacillus Calmette-Guerin (BCG)</a>-unresponsive, high-risk, non-muscle invasive <a href=""/wiki/Bladder_cancer"" title=""Bladder cancer"">bladder cancer</a> (NMIBC) with carcinoma in situ (CIS) with or without papillary tumors who are ineligible for or have elected not to undergo cystectomy. <i>(Based on KEYNOTE-057)</i>","2022-11-22"
"Pembrolizumab","FDA","2020-04-30","Classical Hodgkin lymphoma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",FALSE,"","2020-04-30: Converted to regular approval. <i>(No supporting studies are cited)</i>","2022-09-05"
"Pembrolizumab","FDA","2020-06-16","High tumor mutation burden malignancy",TRUE,FALSE,FALSE,"","no satisfactory alternative treatment options","Unresectable OR Metastatic","","adults and pediatric","","1+","FALSE","","progression","","","","","",TRUE,"KEYNOTE-158_TMB-H","2020-06-16: Accelerated approval for the treatment of adult and pediatric patients with unresectable or metastatic <a href=""/wiki/TMB-H"" class=""mw-redirect"" title=""TMB-H"">tumor mutational burden-high (TMB H)</a> [at least 10 mutations/megabase (mut/Mb)] <a href=""/wiki/Malignant_solid_neoplasm,_TMB-H"" title=""Malignant solid neoplasm, TMB-H"">solid tumors</a>, as determined by an FDA-approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. <i>(New disease-agnostic indication; based on KEYNOTE-158_TMB-H)</i>","2023-01-03"
"Pembrolizumab","FDA","2020-06-24","Cutaneous squamous cell carcinoma",FALSE,FALSE,FALSE,"","","(Recurrent OR Metastatic) AND not curable by surgery or radiation","","","","",NA,"","","","","","","",TRUE,"KEYNOTE-629","2020-06-24: Approved for patients with recurrent or metastatic <a href=""/wiki/Cutaneous_squamous_cell_carcinoma"" title=""Cutaneous squamous cell carcinoma"">cutaneous squamous cell carcinoma (cSCC)</a> that is not curable by surgery or radiation. <i>(New disease indication; based on KEYNOTE-629)</i>","2022-09-05"
"Pembrolizumab","FDA","2020-06-29","Colorectal cancer",FALSE,FALSE,FALSE,"","","Unresectable OR Metastatic","","","","0","FALSE","","","","","","MSI-H|dMMR","FALSE",TRUE,"KEYNOTE-177","2020-06-29: Approved for the first-line treatment of patients with unresectable or metastatic <a href=""/wiki/Biomarkers#MSI-H"" title=""Biomarkers"">microsatellite instability-high (MSI-H)</a> or <a href=""/wiki/Biomarkers#dMMR"" title=""Biomarkers"">mismatch repair deficient (dMMR)</a> <a href=""/wiki/Colorectal_cancer"" title=""Colorectal cancer"">colorectal cancer</a>. <i>(Expanded to first-line setting; based on KEYNOTE-177)</i>","2022-09-05"
"Pembrolizumab","FDA","2020-10-14","Primary mediastinal B-cell lymphoma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",FALSE,"","2020-10-14: Converted to regular approval. <i>(No supporting studies are cited)</i>","2022-09-05"
"Pembrolizumab","FDA","2020-10-15","Classical Hodgkin lymphoma",FALSE,FALSE,FALSE,"","","Relapsed or refractory","","adults","","",NA,"","","","","","","",TRUE,"KEYNOTE-204","2020-10-15: Approved for the treatment of pediatric patients with refractory <a href=""/wiki/Classical_Hodgkin_lymphoma"" title=""Classical Hodgkin lymphoma"">classical Hodgkin lymphoma (cHL)</a>. <i>(Prior treatment criteria relaxed; based on KEYNOTE-204)</i>","2023-05-08"
"Pembrolizumab","FDA","2020-10-15","Classical Hodgkin lymphoma",FALSE,FALSE,FALSE,"","","","","pediatric","","2+","FALSE","","relapsed","","","","","",TRUE,"KEYNOTE-204","2020-10-15: Approved for the treatment of pediatric patients with <a href=""/wiki/Classical_Hodgkin_lymphoma"" title=""Classical Hodgkin lymphoma"">classical Hodgkin lymphoma (cHL)</a> that has relapsed after 2 or more lines of therapy. <i>(Approval extended to third-line pediatric setting; based on KEYNOTE-204)</i>","2023-05-08"
"Pembrolizumab","FDA","2020-10-15","Classical Hodgkin lymphoma",FALSE,FALSE,FALSE,"","Refractory","","","pediatric","","",NA,"","","","","","","",TRUE,"KEYNOTE-204","2020-10-15: Approved for the treatment of adult patients with relapsed or refractory <a href=""/wiki/Classical_Hodgkin_lymphoma"" title=""Classical Hodgkin lymphoma"">classical Hodgkin lymphoma (cHL)</a>. <i>(Prior treatment criteria relaxed; based on KEYNOTE-204)</i>","2023-05-08"
"Pembrolizumab","FDA","2020-11-13","Breast cancer",TRUE,FALSE,FALSE,"","","Locally recurrent unresectable OR Metastatic","","","","",NA,"","","","","Chemotherapy","TNBC|PD-L1 CPS at least 10%","FALSE",TRUE,"KEYNOTE-355","2020-11-13: Accelerated approval in combination with chemotherapy for the treatment of patients with locally recurrent unresectable or metastatic triple-negative <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a> (TNBC) whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (CPS at least 10) as determined by an FDA approved test. <i>(New disease indication; based on KEYNOTE-355)</i>","2023-01-03"
"Pembrolizumab","FDA","2021-03-22","Esophageal cancer",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","Not candidate for surgical resection or definitive chemoradiation","",NA,"","","","","Platinum AND Fluoropyrimidine","","",TRUE,"KEYNOTE-590","2021-03-22: Approved in combination with platinum and fluoropyrimidine-based chemotherapy for patients with metastatic or locally advanced <a href=""/wiki/Esophageal_cancer"" title=""Esophageal cancer"">esophageal</a> or gastroesophageal (GEJ) (tumors with epicenter 1 to 5 centimeters above the gastroesophageal junction) carcinoma who are not candidates for surgical resection or definitive chemoradiation. <i>(Histology-specific restriction removed; protein expression requirement removed; prior therapy requirement removed; surgery and radiation eligibility restriction added; drug combination requirement added; based on KEYNOTE-590)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-03-30","Small cell lung cancer",TRUE,TRUE,FALSE,"","not applicable","not applicable","not applicable","not applicable","","not applicable","FALSE","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","",TRUE,"KEYNOTE-604","2021-03-30: Accelerated approval for patients with metastatic <a href=""/wiki/Small_cell_lung_cancer"" title=""Small cell lung cancer"">small cell lung cancer (SCLC)</a> with disease progression on or after <a href=""/wiki/Regimen_classes#Platinum-based_regimen"" title=""Regimen classes"">platinum-based chemotherapy</a> and at least one other prior line of therapy withdrawn. <i>(Based on KEYNOTE-604)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-05-05","Gastric cancer",TRUE,FALSE,FALSE,"","","Locally advanced unresectable OR Metastatic","","","","0","FALSE","","","","","Trastuzumab AND Platinum agent AND Fluoropyrimidine","HER2+","FALSE",TRUE,"KEYNOTE-811","2021-05-05: Granted accelerated approval in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy for the first-line treatment of patients with locally advanced unresectable or metastatic <a href=""/wiki/Biomarkers#HER2"" title=""Biomarkers"">HER2</a> <a href=""/wiki/Biomarkers#Overexpression"" title=""Biomarkers"">positive</a> <a href=""/wiki/Gastric_cancer"" title=""Gastric cancer"">gastric</a> or gastroesophageal junction (GEJ) adenocarcinoma. <i>(Based on KEYNOTE-811)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-07-21","Endometrial cancer",FALSE,FALSE,FALSE,"","","Advanced","","","Not candidate for potentially curative surgery and/or radiation therapy","1+ SACT","FALSE","Any","progression","","","Lenvatinib","Not MSI-H or dMMR","TRUE",TRUE,"KEYNOTE-775","2021-07-21: Full approval in combination with <a href=""/wiki/Lenvatinib_(Lenvima)"" title=""Lenvatinib (Lenvima)"">Lenvatinib (Lenvima)</a> for patients with advanced <a href=""/wiki/Endometrial_cancer"" title=""Endometrial cancer"">endometrial carcinoma</a> that is not microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR), who have disease progression following prior systemic therapy in any setting and are not candidates for curative surgery or radiation. <i>(Based on KEYNOTE-775)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-07-26","Breast cancer",FALSE,FALSE,FALSE,"","Perioperative","Early","high-risk","","","",NA,"","","","","Chemotherapy","TNBC","FALSE",TRUE,"KEYNOTE-522","2021-07-26: Regular approval for high-risk, early-stage, triple-negative <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a> (TNBC) in combination with chemotherapy as neoadjuvant treatment, and then continued as a single agent as adjuvant treatment after surgery. <i>(Based on KEYNOTE-522)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-07-26","Breast cancer",FALSE,FALSE,FALSE,"","","Locally recurrent unresectable OR Metastatic","","","","",NA,"","","","","Chemotherapy","TNBC|PD-L1 CPS at least 10%","FALSE",TRUE,"KEYNOTE-522","2021-07-26: Regular approval in combination with chemotherapy for patients with locally recurrent unresectable or metastatic triple-negative <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a> (TNBC) whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (Combined Positive Score [CPS] at least 10) as determined by an FDA approved test. <i>(Based on KEYNOTE-522)</i>","2023-01-03"
"Pembrolizumab","FDA","2021-08-10","Renal cell carcinoma",FALSE,FALSE,FALSE,"","","Advanced","","adults","","0","FALSE","","","","","Lenvatinib","","",TRUE,"CLEAR","2021-08-10: Approved in combination with <a href=""/wiki/Lenvatinib_(Lenvima)"" title=""Lenvatinib (Lenvima)"">Lenvatinib (Lenvima)</a> for first-line treatment of adult patients with advanced <a href=""/wiki/Renal_cell_carcinoma"" title=""Renal cell carcinoma"">renal cell carcinoma (RCC)</a>. <i>(Based on CLEAR)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-08-31","Urothelial carcinoma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",TRUE,"KEYNOTE-361","2021-08-31: Converted to regular approval. <i>(Based on KEYNOTE-361)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-10-13","Cervical cancer",FALSE,FALSE,FALSE,"","","Persistent OR Recurrent OR Metastatic","","","","",NA,"","","","","Chemotherapy AND Optional Bevacizumab","PD-L1 CPS at least 1%","FALSE",TRUE,"KEYNOTE-826","2021-10-13: Full approval in combination with chemotherapy, with or without bevacizumab, for patients with persistent, recurrent or metastatic <a href=""/wiki/Cervical_cancer"" title=""Cervical cancer"">cervical cancer</a> whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> (CPS at least 1) <i>(Based on KEYNOTE-826)</i>","2023-01-03"
"Pembrolizumab","FDA","2021-11-17","Renal cell carcinoma",FALSE,FALSE,FALSE,"","Adjuvant","","Intermediate-risk OR High-risk","","","Nephrectomy OR (Nephrectomy AND Metastatectomy)","FALSE","","","","","","","",TRUE,"KEYNOTE-564","2021-11-17: Approved for the adjuvant treatment of patients with <a href=""/wiki/Renal_cell_carcinoma"" title=""Renal cell carcinoma"">renal cell carcinoma (RCC)</a> at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions. <i>(Based on KEYNOTE-564)</i>","2022-09-05"
"Pembrolizumab","FDA","2021-12-03","Melanoma",FALSE,FALSE,FALSE,"","Adjuvant","Stage IIB or IIC","","adults AND pediatric patients 12 years and older","","Surgical resection","FALSE","","complete resection","","","","","",TRUE,"KEYNOTE-716","2021-12-03: Approved for the adjuvant treatment of adult and pediatric (12 years of age or older) patients with stage IIB or IIC <a href=""/wiki/Melanoma"" title=""Melanoma"">melanoma</a> following complete resection. <i>(Based on KEYNOTE-716)</i>","2023-01-03"
"Pembrolizumab","FDA","2022-02-04","Gastric cancer",TRUE,TRUE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2022-02-04: Accelerated approval for patients with recurrent locally advanced or metastatic, <a href=""/wiki/Gastric_cancer"" title=""Gastric cancer"">gastric</a> or gastroesophageal junction adenocarcinoma whose tumors <a href=""/wiki/Biomarkers#Expression"" title=""Biomarkers"">express</a> <a href=""/wiki/Biomarkers#PD-L1"" title=""Biomarkers"">PD-L1</a> as determined by an FDA-approved test. Patients must have had disease progression on or after two or more prior systemic therapies, including <a href=""/wiki/Regimen_classes#Fluoropyrimidine-based_regimen"" title=""Regimen classes"">fluoropyrimidine-</a> and <a href=""/wiki/Regimen_classes#Platinum-based_regimen"" title=""Regimen classes"">platinum-containing chemotherapy</a> and, if appropriate, HER2/neu-targeted therapy withdrawn by manufacturer.","2024-06-03"
"Pembrolizumab","FDA","2022-03-21","Endometrial cancer",FALSE,FALSE,FALSE,"","","Advanced","","","Not candidate for potentially curative surgery and/or radiation therapy","1+ SACT","FALSE","Any","progression","","","0","MSI-H|dMMR","FALSE",TRUE,"KEYNOTE-158_endometrial","2022-03-21: Approved as a single agent for patients with advanced <a href=""/wiki/Endometrial_cancer"" title=""Endometrial cancer"">endometrial carcinoma</a> that is <a href=""/wiki/Biomarkers#MSI-H"" title=""Biomarkers"">microsatellite instability-high (MSI-H)</a> or <a href=""/wiki/Biomarkers#dMMR"" title=""Biomarkers"">mismatch repair deficient (dMMR)</a>, as determined by an FDA-approved test, who have disease progression following prior systemic therapy in any setting and who are not candidates for curative surgery or radiation. <i>(Based on KEYNOTE-158_endometrial)</i>","2022-09-05"
"Pembrolizumab","FDA","2023-01-26","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","Adjuvant","Stage IB or Stage II or Stage IIIA","","","","Resection AND Platinum-based chemotherapy","FALSE","","","","","","","",TRUE,"PEARLS","2023-01-26: Approved for adjuvant treatment following resection and platinum-based chemotherapy for stage IB (T2a at least 4 cm), II, or IIIA <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a>. <i>(Approval expanded to the maintenance setting; Based on PEARLS)</i>","2023-03-15"
"Pembrolizumab","FDA","2023-03-28","Malignant solid neoplasm",FALSE,FALSE,FALSE,"","no satisfactory alternative treatment options","Unresectable OR Metastatic","","adults and pediatric","","1+",NA,"","progression","","","","MSI-H|dMMR","FALSE",TRUE,"KEYNOTE-164","2023-03-28: Converted to regular approval for adult and pediatric patients with unresectable or metastatic, <a href=""/wiki/Biomarkers#MSI-H"" title=""Biomarkers"">microsatellite instability-high (MSI-H)</a> or <a href=""/wiki/Biomarkers#dMMR"" title=""Biomarkers"">mismatch repair deficient (dMMR)</a> <a href=""/wiki/Category:Malignant_solid_neoplasm"" title=""Category:Malignant solid neoplasm"">solid tumors</a> that have progressed following prior treatment and who have no satisfactory alternative treatment options. <i>(Based on KEYNOTE-164, KEYNOTE-158, and KEYNOTE-051)</i>","2024-06-03"
"Pembrolizumab","FDA","2023-03-28","Malignant solid neoplasm",FALSE,FALSE,FALSE,"","no satisfactory alternative treatment options","Unresectable OR Metastatic","","adults and pediatric","","1+",NA,"","progression","","","","MSI-H|dMMR","FALSE",TRUE,"KEYNOTE-158","2023-03-28: Converted to regular approval for adult and pediatric patients with unresectable or metastatic, <a href=""/wiki/Biomarkers#MSI-H"" title=""Biomarkers"">microsatellite instability-high (MSI-H)</a> or <a href=""/wiki/Biomarkers#dMMR"" title=""Biomarkers"">mismatch repair deficient (dMMR)</a> <a href=""/wiki/Category:Malignant_solid_neoplasm"" title=""Category:Malignant solid neoplasm"">solid tumors</a> that have progressed following prior treatment and who have no satisfactory alternative treatment options. <i>(Based on KEYNOTE-164, KEYNOTE-158, and KEYNOTE-051)</i>","2024-06-03"
